game,data_size,instruction,filename,embedding_idx,difficulty
dungeon,16,walls form central block with surrounding path and scattered bats,gpt-4o_level_30_s15_0,103,4
dungeon,16,central vertical wall with side paths and scattered bats,gpt-4o_level_30_s18_0,104,3
dungeon,16,walls form central block with surrounding paths and bats scattered around edges,gpt-4o_level_30_s24_0,105,3
dungeon,16,central square path with surrounding wall blocks and scattered bats,gpt-4o_level_30_s25_0,106,3
dungeon,16,path maze with scattered wall blocks and four bats,gpt-4o_level_30_s29_0,107,2
dungeon,16,walls form scattered blocks with bats along central paths,gpt-4o_level_30_s40_0,108,2
dungeon,16,walls form maze paths with bats scattered throughout,gpt-4o_level_30_s42_0,109,2
dungeon,16,central open area with surrounding wall and scattered bat along path,gpt-4o_level_30_s47_0,110,2
dungeon,16,walls form central blocky maze with scattered bats and surrounding paths,gpt-4o_level_30_s59_0,111,3
dungeon,16,walls form scattered blocks with winding paths and bats dispersed,gpt-4o_level_30_s65_0,112,2
dungeon,16,walls form maze of paths with bats scattered throughout,gpt-4o_level_30_s70_0,113,3
dungeon,16,central open path with scattered wall blocks and bats around edges,gpt-4o_level_30_s72_0,114,4
dungeon,16,walls form staggered blocks with scattered bats and open paths,gpt-4o_level_30_s85_0,115,2
dungeon,16,winding path through walls with scattered bats,gpt-4o_level_30_s96_0,116,2
dungeon,16,bats scattered around walls with central open path,gpt-4o_level_30_s99_0,117,2
dungeon,16,scattered wall blocks with bats spread across open paths,gpt-4o_level_32_s59_0,118,3
dungeon,16,bats scattered around central wall blocks with open paths,gpt-4o_level_32_s60_0,119,4
dungeon,16,zigzag wall path through center with bats around edges,gpt-4o_level_32_s72_0,120,3
dungeon,16,walls form central block with scattered bats and open paths,gpt-4o_level_32_s97_0,121,3
dungeon,16,central open area with surrounding wall and bats scattered along edges and paths,gpt-4o_level_33_s11_0,122,3
dungeon,16,walls in corners with central path and bats scattered throughout,gpt-4o_level_33_s34_0,123,3
dungeon,16,scattered wall blocks with bats across open path areas,gpt-4o_level_33_s60_0,124,3
dungeon,16,bats scattered along top path above left wall corridor,gpt-4o_level_33_s64_0,125,3
dungeon,16,scattered wall blocks with bats spread across open paths,gpt-4o_level_33_s92_0,126,3
dungeon,16,zigzag wall with bats scattered around open path,gpt-4o_level_33_s98_0,127,3
dungeon,16,walls clustered upper left forming short paths bats scattered mostly lower area,gpt-4o_level_34_s20_0,128,2
dungeon,16,scattered wall blocks with bats across open paths,gpt-4o_level_34_s29_0,129,4
dungeon,16,stacked horizontal wall bars with bats along a central vertical path,gpt-4o_level_34_s48_0,130,2
dungeon,16,path l shape with bats scattered inside walls,gpt-4o_level_34_s50_0,131,3
dungeon,16,walls form e shape with bats scattered along paths,gpt-4o_level_34_s56_0,132,4
dungeon,16,scattered wall blocks with bats spread across open paths,gpt-4o_level_34_s64_0,133,3
dungeon,16,scattered wall clusters with open central path and bats around edges,gpt-4o_level_35_s26_0,134,2
dungeon,16,central open path with scattered bat and wall clusters,gpt-4o_level_35_s35_0,135,4
dungeon,16,scattered wall blocks with bats spread across open paths,gpt-4o_level_35_s62_0,136,4
dungeon,16,scattered wall clusters with bats spread across open paths,gpt-4o_level_35_s71_0,137,4
dungeon,16,scattered wall blocks with bats spread across open paths,gpt-4o_level_35_s8_0,138,5
dungeon,16,walls form scattered blocks with winding paths and bats dispersed throughout,gpt-4o_level_36_s19_0,139,4
dungeon,16,scattered wall blocks with open paths and bats spread throughout,gpt-4o_level_36_s21_0,140,2
dungeon,16,scattered wall blocks with bats dispersed across open paths,gpt-4o_level_36_s22_0,141,4
dungeon,16,scattered wall blocks with open paths and bats around edges,gpt-4o_level_36_s32_0,142,3
dungeon,16,central open area with surrounding wall and scattered bat along path,gpt-4o_level_36_s51_0,143,3
dungeon,16,central wall mass with scattered bats and surrounding paths,gpt-4o_level_36_s55_0,144,2
dungeon,16,scattered wall blocks with bats spread across open paths,gpt-4o_level_36_s74_0,145,3
dungeon,16,bats scattered across open area with wall blocks around edges and corners,gpt-4o_level_36_s78_0,146,2
dungeon,16,central open path with bats scattered and walls around edges,gpt-4o_level_36_s92_0,147,4
dungeon,16,central open area with surrounding wall and bats along edges and corners,gpt-4o_level_36_s94_0,148,3
dungeon,16,central open path with scattered wall blocks and bats around edges,gpt-4o_level_36_s98_0,149,2
dungeon,16,walls form central vertical path with bats scattered throughout,gpt-4o_level_37_s12_0,150,3
dungeon,16,walls form winding paths with bats scattered throughout,gpt-4o_level_37_s13_0,151,4
dungeon,16,bats scattered in open area with walls around edges and few paths,gpt-4o_level_37_s4_0,152,3
dungeon,16,walls form central maze with bats scattered along paths,gpt-4o_level_37_s73_0,153,3
dungeon,16,walls form staggered blocks with central path and scattered bats,gpt-4o_level_37_s99_0,154,4
dungeon,16,central open area with surrounding wall clusters and scattered bats along paths,gpt-4o_level_38_s30_0,155,4
dungeon,16,scattered wall blocks with winding path and bats throughout,gpt-4o_level_38_s34_0,156,4
dungeon,16,scattered wall blocks with open paths and bats around edges,gpt-4o_level_38_s80_0,157,3
dungeon,16,central open path surrounded by wall with bats around edges,gpt-4o_level_39_s23_0,158,4
dungeon,16,open path area with scattered wall blocks and many bats,gpt-4o_level_39_s43_0,159,4
dungeon,16,walls scattered with central open path and bats dispersed,gpt-4o_level_39_s47_0,160,3
dungeon,16,central open path with scattered bats and surrounding walls,gpt-4o_level_39_s51_0,161,3
dungeon,16,scattered wall blocks with winding path and many bats,gpt-4o_level_39_s59_0,162,4
dungeon,16,scattered wall blocks with winding central path and bats clustered right,gpt-4o_level_39_s63_0,163,3
dungeon,16,scattered wall blocks with bats across open paths,gpt-4o_level_39_s72_0,164,3
dungeon,16,scattered wall blocks with central open path and bats throughout,gpt-4o_level_39_s80_0,165,4
dungeon,16,walls form maze with central path and bats scattered throughout,gpt-4o_level_39_s83_0,166,3
dungeon,16,walls form two large blocks with paths between and bats scattered,gpt-4o_level_3_s15_0,167,3
dungeon,16,walls form central block with right looped path and scattered bats,gpt-4o_level_3_s17_0,168,4
dungeon,16,cross shaped path with bats scattered around walls,gpt-4o_level_3_s21_0,169,3
dungeon,16,two large wall blocks with horizontal path between and bats bottom left,gpt-4o_level_3_s25_0,170,1
dungeon,16,walls form maze with central vertical path and scattered bat gaps,gpt-4o_level_3_s26_0,171,4
dungeon,16,walls form central block with side paths to four bat rooms,gpt-4o_level_3_s54_0,172,2
dungeon,16,central winding path with scattered bats and surrounding wall,gpt-4o_level_3_s63_0,173,2
dungeon,16,central path with side rooms and bats near walls,gpt-4o_level_3_s74_0,174,2
dungeon,16,walls form staggered horizontal blocks with bats scattered in open paths,gpt-4o_level_3_s83_0,175,3
dungeon,16,scattered wall blocks with open path gaps no bat,gpt-4o_level_3_s8_0,176,3
dungeon,16,scattered wall blocks with open paths and bats in corners,gpt-4o_level_3_s90_0,177,2
dungeon,16,scattered wall blocks with bats across open paths,gpt-4o_level_40_s13_0,178,3
dungeon,16,walls form winding paths with bats scattered and a bat cluster right center,gpt-4o_level_40_s16_0,179,4
dungeon,16,walls form scattered blocks with winding paths and bats around edges,gpt-4o_level_40_s37_0,180,3
dungeon,16,central open area with surrounding wall blocks and scattered bats along paths,gpt-4o_level_40_s50_0,181,3
dungeon,16,central open area with surrounding wall pockets and scattered bats along paths,gpt-4o_level_40_s89_0,182,4
dungeon,16,scattered walls with bats across open paths,gpt-4o_level_40_s91_0,183,4
dungeon,16,central open area with bats and surrounding wall paths,gpt-4o_level_40_s94_0,184,4
dungeon,16,scattered wall blocks with bats along winding paths,gpt-4o_level_41_s20_0,185,4
dungeon,16,maze like walls with winding paths and bats scattered throughout,gpt-4o_level_41_s50_0,186,4
dungeon,16,maze like walls with winding paths and bats scattered throughout,gpt-4o_level_41_s56_0,187,3
dungeon,16,central open path with surrounding wall and scattered bat clusters,gpt-4o_level_41_s60_0,188,4
dungeon,16,walls form maze paths with bats scattered throughout open areas,gpt-4o_level_41_s6_0,189,5
dungeon,16,central open area with bats around walls and short paths,gpt-4o_level_41_s76_0,190,4
dungeon,16,central wall block with bats scattered around edges and open path areas,gpt-4o_level_41_s87_0,191,3
dungeon,16,central open path surrounded by wall with bats around edges,gpt-4o_level_41_s94_0,192,4
dungeon,16,central blocky room with surrounding wall and scattered bats along path,gpt-4o_level_42_s18_0,193,4
dungeon,16,central open area with surrounding wall and scattered bats along paths,gpt-4o_level_42_s21_0,194,3
dungeon,16,central wall block with surrounding path and scattered bats,gpt-4o_level_42_s22_0,195,2
dungeon,16,central open area with surrounding wall and bats along edges and path,gpt-4o_level_42_s24_0,196,4
dungeon,16,path maze with scattered bat among wall blocks,gpt-4o_level_42_s25_0,197,4
dungeon,16,central cross shaped wall with bats scattered around edges and center,gpt-4o_level_42_s7_0,198,3
dungeon,16,central path network with scattered bats and surrounding walls,gpt-4o_level_42_s87_0,199,3
dungeon,16,central open area with surrounding wall and scattered bats along edges and paths,gpt-4o_level_43_s16_0,200,2
dungeon,16,scattered wall blocks with winding path and bats throughout,gpt-4o_level_43_s21_0,201,4
dungeon,16,central blocky wall with bats around edges and sparse paths,gpt-4o_level_43_s34_0,202,2
dungeon,16,scattered walls with winding paths and bats throughout,gpt-4o_level_44_s0_0,203,4
dungeon,16,path loop around central wall with bats scattered,gpt-4o_level_44_s37_0,204,3
dungeon,16,central open path with surrounding wall and scattered bats,gpt-4o_level_44_s50_0,205,3
dungeon,16,central block with stepped walls and bats scattered around edges,gpt-4o_level_45_s16_0,206,2
dungeon,16,central open area with bats and surrounding wall paths,gpt-4o_level_45_s21_0,207,2
dungeon,16,maze like wall corridors with bats along central path,gpt-4o_level_45_s77_0,208,2
dungeon,16,scattered walls with winding paths and bats throughout,gpt-4o_level_45_s80_0,209,3
dungeon,16,central path with many bats scattered near wall edges,gpt-4o_level_45_s85_0,210,3
dungeon,16,central path with side rooms and bats near walls,gpt-4o_level_45_s94_0,211,3
dungeon,16,central open area with bats and paths to edges through walls,gpt-4o_level_45_s9_0,212,4
dungeon,16,bats scattered across open paths between wall blocks,gpt-4o_level_46_s10_0,213,3
dungeon,16,central open area with branching paths and bats scattered near walls,gpt-4o_level_46_s96_0,214,3
dungeon,16,central path maze with scattered bats and surrounding walls,gpt-4o_level_47_s36_0,215,4
dungeon,16,central open path with scattered bats and surrounding walls,gpt-4o_level_47_s69_0,216,4
dungeon,16,central open path with scattered bats and surrounding walls,gpt-4o_level_47_s83_0,217,3
dungeon,16,central open area with bats scattered and walls around edges with narrow paths,gpt-4o_level_47_s88_0,218,4
dungeon,16,scattered wall blocks with winding path gaps,gpt-4o_level_5_s16_0,219,2
dungeon,16,scattered wall blocks with winding path gaps and no bat,gpt-4o_level_5_s1_0,220,4
dungeon,16,maze like wall blocks with winding path and scattered bat areas,gpt-4o_level_5_s30_0,221,4
dungeon,16,maze like walls with winding paths and scattered bats,gpt-4o_level_5_s38_0,222,4
dungeon,16,scattered wall blocks with many short paths between them,gpt-4o_level_5_s47_0,223,1
dungeon,16,walls form maze of paths with scattered bats,gpt-4o_level_5_s73_0,224,4
dungeon,16,maze like walls with many narrow paths and scattered bats,gpt-4o_level_5_s7_0,225,2
dungeon,16,scattered wall blocks with bats across open paths,gpt-4o_level_5_s85_0,226,4
dungeon,16,scattered wall blocks with bats in open areas and winding paths,gpt-4o_level_5_s88_0,227,4
dungeon,16,walls form maze of paths with bats clustered on right and lower center,gpt-4o_level_5_s93_0,228,4
dungeon,16,scattered walls with bats in open areas and winding paths,gpt-4o_level_5_s94_0,229,3
dungeon,16,walls form scattered blocks with winding paths and bats dispersed,gpt-4o_level_5_s98_0,230,3
dungeon,16,walls form maze of rectangular rooms with bats along central paths,gpt-4o_level_6_s20_0,231,2
dungeon,16,walls form scattered blocks with central open path and bats spread around,gpt-4o_level_6_s24_0,232,3
dungeon,16,walls form maze of corridors with bats scattered along paths,gpt-4o_level_6_s27_0,233,4
dungeon,16,scattered wall blocks with winding paths and bats near center,gpt-4o_level_6_s28_0,234,3
dungeon,16,walled maze with central path and bats scattered,gpt-4o_level_6_s35_0,235,4
dungeon,16,scattered wall blocks with winding path and bats at edges,gpt-4o_level_6_s52_0,236,3
dungeon,16,scattered wall blocks with winding path and bats around edges,gpt-4o_level_6_s5_0,237,3
dungeon,16,maze like walls with winding paths and scattered bats,gpt-4o_level_6_s60_0,238,1
dungeon,16,walls form maze paths around scattered bats,gpt-4o_level_6_s61_0,239,4
dungeon,16,walls form maze paths with bats scattered in open rooms,gpt-4o_level_6_s79_0,240,2
dungeon,16,walls form scattered blocks with winding paths between them,gpt-4o_level_6_s81_0,241,2
dungeon,16,scattered wall blocks with open path corridors and no bat,gpt-4o_level_6_s83_0,242,1
dungeon,16,bat centered among scattered wall blocks with open path around,gpt-4o_level_6_s85_0,243,1
dungeon,16,winding path maze between wall blocks with scattered bat,gpt-4o_level_6_s94_0,244,3
dungeon,16,scattered wall blocks with narrow path gaps no bat,gpt-4o_level_8_s12_0,245,2
dungeon,16,maze like walls with winding paths and a bat near upper right,gpt-4o_level_8_s19_0,246,3
dungeon,16,maze like walls with winding paths and three bats scattered,gpt-4o_level_8_s23_0,247,3
dungeon,16,maze like walls forming winding paths with scattered bats,gpt-4o_level_8_s34_0,248,4
dungeon,16,bats clustered in central room with surrounding walls and paths,gpt-4o_level_8_s36_0,249,4
dungeon,16,maze like walls with winding paths and scattered bats,gpt-4o_level_8_s38_0,250,4
dungeon,16,walls form maze with central open area and winding paths for bats,gpt-4o_level_8_s39_0,251,4
dungeon,16,central open path with scattered wall blocks and bats,gpt-4o_level_8_s46_0,252,3
dungeon,16,maze like walls forming winding paths with scattered bats,gpt-4o_level_8_s54_0,253,3
dungeon,16,grid of wall rooms with central path and bats scattered,gpt-4o_level_8_s82_0,254,3
dungeon,16,walls form scattered blocks with bats in central paths,gpt-4o_level_8_s83_0,255,2
dungeon,16,maze like walls with winding paths and scattered bats,gpt-4o_level_8_s97_0,256,3
dungeon,16,scattered wall blocks with bats around open paths,gpt41_level_0_s24,257,3
dungeon,16,open wall field with scattered bats and corner wall blocks,gpt41_level_0_s26,258,2
dungeon,16,walls form horizontal bands with scattered bats and open paths,gpt41_level_0_s28,259,2
dungeon,16,walls form scattered blocks with paths between and bats clustered bottom left,gpt41_level_100_s17,260,2
dungeon,16,bats clustered left of central path amid surrounding walls,gpt41_level_100_s24,261,4
dungeon,16,bats clustered top right beside wall with open central path,gpt41_level_100_s25,262,4
dungeon,16,wall blocks in grid with bat cluster bottom center,gpt41_level_100_s28,263,3
dungeon,16,path cross with walls and bats clustered bottom right,gpt41_level_100_s4,264,3
dungeon,16,bats clustered left behind wall with winding path right,gpt41_level_100_s5,265,4
dungeon,16,bats clustered in central room with surrounding walls and side paths,gpt41_level_101_s1,266,2
dungeon,16,vertical wall of bats on left with winding path corridors,gpt41_level_101_s13,267,2
dungeon,16,bats clustered top center above central wall block with paths around,gpt41_level_101_s16,268,3
dungeon,16,walls form left corridor and right stacked paths with bats top right,gpt41_level_101_s18,269,4
dungeon,16,spiral wall path with bats clustered near center,gpt41_level_101_s24,270,2
dungeon,16,path corridor with walls and bats clustered bottom right,gpt41_level_101_s31,271,2
dungeon,16,central path with walls and bat cluster at top center,gpt41_level_101_s5,272,4
dungeon,16,central wall block with right path corridor and bats clustered upper left,gpt41_level_101_s7,273,3
dungeon,16,three horizontal wall bands with gaps and bats clustered bottom left,gpt41_level_102_s14,274,3
dungeon,16,cross shaped wall with central bat cluster and short paths,gpt41_level_102_s17,275,2
dungeon,16,walls form stepped corridors with bats clustered bottom left along path,gpt41_level_102_s3,276,3
dungeon,16,walls form spiral path with bats clustered in central chamber,gpt41_level_102_s31,277,4
dungeon,16,walls form central path with bats clustered upper left,gpt41_level_102_s4,278,3
dungeon,16,bat cluster left of central path between walls,gpt41_level_102_s6,279,3
dungeon,16,bats clustered upper center between walls with open path below,gpt41_level_103_s0,280,4
dungeon,16,bats clustered top right with walls forming stepped path,gpt41_level_103_s1,281,3
dungeon,16,bats clustered on right behind wall with central winding path,gpt41_level_103_s10,282,2
dungeon,16,bats clustered upper right inside surrounding wall,gpt41_level_103_s14,283,3
dungeon,16,wall maze with three horizontal paths and bats clustered top left,gpt41_level_103_s15,284,4
dungeon,16,walls form winding path with bat cluster upper left,gpt41_level_103_s17,285,3
dungeon,16,path loop around central wall with bats clustered top left,gpt41_level_103_s18,286,3
dungeon,16,path between wall blocks with bats clustered right center,gpt41_level_103_s19,287,3
dungeon,16,walls form maze with central vertical path and bats clustered top right,gpt41_level_103_s21,288,4
dungeon,16,central bat cluster with surrounding wall corridors and right side path loop,gpt41_level_103_s24,289,3
dungeon,16,bats clustered top left behind wall with winding path corridors,gpt41_level_103_s25,290,4
dungeon,16,path loop around central wall with bats clustered left,gpt41_level_103_s26,291,3
dungeon,16,scattered wall blocks with bats across open paths,gpt41_level_103_s3,292,3
dungeon,16,walls form winding path with bats clustered bottom left,gpt41_level_103_s4,293,2
dungeon,16,central bat cluster between top and bottom wall blocks with side paths,gpt41_level_103_s5,294,2
dungeon,16,wall forms central block with left path bats scattered around,gpt41_level_104_s11,295,5
dungeon,16,walls form central maze with bats scattered along paths,gpt41_level_104_s14,296,5
dungeon,16,wall maze with central path and bats scattered throughout,gpt41_level_104_s15,297,5
dungeon,16,path zigzag corridor through walls with bats scattered around,gpt41_level_104_s17,298,4
dungeon,16,walls form three blocks with central path and bats scattered around,gpt41_level_104_s28,299,4
dungeon,16,cross shaped path with bats scattered and walls around edges,gpt41_level_104_s29,300,5
dungeon,16,bats scattered around central walls with open paths between,gpt41_level_104_s4,301,4
dungeon,16,walls in blocks with bats scattered along open paths,gpt41_level_105_s10,302,4
dungeon,16,walls form central cross shaped path with bats scattered around,gpt41_level_105_s12,303,5
dungeon,16,bats scattered around central winding path between walls,gpt41_level_105_s15,304,4
dungeon,16,central cross wall with many bats scattered along paths,gpt41_level_105_s17,305,5
dungeon,16,walls form central cross paths with bats scattered around,gpt41_level_105_s20,306,5
dungeon,16,winding path corridors with many bats and surrounding walls,gpt41_level_105_s5,307,4
dungeon,16,rectangular wall maze with central path loop and bats scattered around,gpt41_level_105_s7,308,5
dungeon,16,path zigzag corridor between wall blocks with scattered bat,gpt41_level_105_s8,309,5
dungeon,16,walls form a t shaped path with bats scattered around,gpt41_level_106_s10,310,4
dungeon,16,walls form central cross shaped path with bats scattered around,gpt41_level_106_s22,311,4
